국가,도시,CityId
보츠와나,프랜치스타운,1543
보츠와나,가보로네,1542
보츠와나,간지,1546
보츠와나,카사네,1545
보츠와나,마운,1544
보츠와나,세레체카마경 공항,1547
브라질,아라카주,1060
브라질,벨렘,1061
브라질,벨루오리존치,1062
브라질,보아비스타,1063
브라질,브라질리아,290
브라질,캄푸그란데,1064
브라질,쿠이아바,1065
브라질,쿠리치바,1066
브라질,플로리아노폴리스,1067
브라질,포르탈레자,1068
브라질,고이아니아,1069
브라질,조앙 페소아,1070
브라질,마카파,1071
브라질,마세이오,1072
브라질,마나우스,1073
브라질,나탈,1074
브라질,팔마스,1075
브라질,포르투알레그레,1076
브라질,포르토벨료,1077
브라질,헤시피,1078
브라질,리오 브랑코,1079
브라질,리우데자네이루,1080
브라질,사우바도르,1081
브라질,상루이스,1082
브라질,상파울루,1083
브라질,테레지나,1084
브라질,비토리아,1085
영국령 카리브해 케이맨제도,케이맨제도,96
브루나이 다루살람,반다르세리베가완,95
불가리아,플로브디프,1422
불가리아,소피아,303
불가리아,바르나,919
부르키나파소,보보디울라소,1526
부르키나파소,보로모,1527
부르키나파소,데두구,1528
부르키나파소,도리,1529
부르키나파소,파다 응고마,1530
부르키나파소,가우아,1531
부르키나파소,와가두구,1532
부르키나파소,우아히구야,1533
부르키나파소,포,1534
부룬디,부줌부라 ,1519
부룬디,지테가,1521
부룬디,무사사,1523
부룬디,무이잉가,1522
부룬디,엔고지,1520
부룬디,나얀자 락,1524
부룬디,르웨구라,1525
카보베르데,살,196
캄보디아,프놈펜 국제공항,348
캄보디아,씨엠립,347
카메룬,바푸삼,3015
카메룬,바멘다,1516
카메룬,베르투아,1518
카메룬,부에아,3016
카메룬,두알라,1513
카메룬,에볼로와,3017
카메룬,가루아,1515
카메룬,크리비,1517
카메룬,마루아,3018
카메룬,은가운데레,1514
카메룬,야운데,257
캐나다,"밴프, 앨버타",623
캐나다,"캘거리, 앨버타",622
캐나다,"샬럿타운, 프린스에드워드 아일랜드 주",639
캐나다,"크랜브룩, 브리티시컬럼비아",618
캐나다,"에드먼턴, 앨버타",621
캐나다,"프레더릭턴, 뉴브런즈윅",636
캐나다,"구스 베이, 뉴펀들랜드",640
캐나다,"그랜드 프레리, 앨버타",625
캐나다,"핼리팩스, 노바스코샤",637
캐나다,"이누빅, 노스웨스트 준주",643
캐나다,"이카루이트, 누나부트",613
캐나다,"캠룹스, 브리티시컬럼비아",617
캐나다,"레스브릿지, 앨버타",627
캐나다,"메디신 햇, 앨버타",626
캐나다,"몬트리올, 퀘벡 ",634
캐나다,"오타와, 온타리오",265
캐나다,"프린스조지, 브리티시컬럼비아",619
캐나다,"프린스 루퍼트, 브리티시컬럼비아",616
캐나다,퀘벡,635
캐나다,"레드디어, 앨버타",624
캐나다,"리자이나, 서스캐처원",629
캐나다,"세인트존, 뉴브룬스윅",641
캐나다,"새스커툰, 서스캐처원",628
캐나다,"세인트존스, 뉴펀들랜드",642
캐나다,"서드베리, 온타리오",632
캐나다,"시드니, 노바스코샤",638
캐나다,"선더베이, 온타리오",631
캐나다,"토론토, 온타리오",264
캐나다,"밴쿠버, 브리티시컬럼비아",266
캐나다,"빅토리아, 브리티시컬럼비아",620
캐나다,"화이트홀스, 유콘준주",614
캐나다,"윈저, 온타리오",633
캐나다,"위니펙, 매니토바",630
캐나다,"옐로나이프, 노스웨스트준주",615
차드,아베 셰,1169
차드,볼,1170
차드,파야-라주,1173
차드,몽고,1174
차드,문두,1171
차드,은자 메나,256
차드,사르,1172
칠레,콘셉시온,2202
칠레,코이하이케,2201
칠레,이키케,102
칠레,라세레나,2203
칠레,푸에르토몬트,104
칠레,푼타아레나스,105
칠레,산티아고,103
칠레,발파라이소,2204
중국,안산,1831
중국,오지,1832
중국,바오 터우,1833
중국,베이징,237
중국,창춘,541
중국,창사,554
중국,청두,547
중국,충칭,349
중국,달리,1834
중국,다롄,560
중국,다칭,1835
중국,다퉁,1836
중국,푸순,1837
중국,푸저우,557
중국,고웅,1838
중국,거 얼무,1839
중국,광저우,241
중국,구이린(계림),561
중국,구이양,548
중국,하이커우,559
중국,항저우,556
중국,하얼빈,540
중국,허페이,553
중국,헝양,1876
중국,후허하오터,562
중국,화 이베이,1840
중국,화이,1841
중국,지린 (길림) (지역),1842
중국,지난,551
중국,경주,1877
중국,주장,1843
중국,쿤밍,238
중국,란저우,546
중국,라사,236
중국,리우,1844
중국,뤄양,1845
중국,난창,555
중국,난징,350
중국,난닝,558
중국,나쿠,1846
중국,닝보,564
중국,판 쯔화,1878
중국,샹,1847
중국,칭다오,542
중국,퀴퀴허,1848
중국,천주 (취안 저우),1849
중국,산야,1850
중국,상하이,240
중국,상추,1851
중국,산 터우,1852
중국,신장 (샤오 구안),1853
중국,선양,352
중국,심천,1854
중국,쉬헤지,1855
중국,스자좡,550
중국,사평,1856
중국,소주,1857
중국,타이베이,354
중국,타이위안,549
중국,타이,1858
중국,당산,1859
중국,톈진,353
중국,톈 수이,1860
중국,우루무치,543
중국,온주,1861
중국,우한,351
중국,무석 (无锡),1862
중국,시안,239
중국,샤먼,563
중국,샹판,1879
중국,함양,1863
중국,시닝,545
중국,쉬 저우 (서주),1864
중국,양쿤,1865
중국,연대,1866
중국,이창,1867
중국,인촨,544
중국,위수,1868
중국,장지 아지에,1880
중국,장자,1869
중국,담강 (잔장),1870
중국,정저우,552
중국,주저 우,1871
중국,쯔보,1872
중국,자공,1873
중국,쭌이,1874
콜롬비아,아파르타도,866
콜롬비아,아라우카,867
콜롬비아,아르메니아,868
콜롬비아,바란카베르메하,869
콜롬비아,바랑키야,160
콜롬비아,보고타,157
콜롬비아,부카라망가,870
콜롬비아,부에나벤투라,1642
콜롬비아,칼리,158
콜롬비아,카르타헤나,161
콜롬비아,쿠쿠타,871
콜롬비아,플로렌시아,872
콜롬비아,가비오따스,1643
콜롬비아,이바게,873
콜롬비아,이피알레스,1644
콜롬비아,레브리하,1645
콜롬비아,레티시아,874
콜롬비아,마니살레스,875
콜롬비아,메델린,159
콜롬비아,미투,1325
콜롬비아,모코아,1327
콜롬비아,몬테리아,876
콜롬비아,네이바,877
콜롬비아,팔미라,1646
콜롬비아,파스토,878
콜롬비아,페레이라 ,879
콜롬비아,포파얀,880
콜롬비아,프로비덴시아,881
콜롬비아,푸에르토카레뇨,882
콜롬비아,푸에르토이니리다,1326
콜롬비아,키브도,883
콜롬비아,리오아차,884
콜롬비아,히우네그루,1647
콜롬비아,산안드레스섬,885
콜롬비아,산호세델과비아르,1648
콜롬비아,산타마르타,886
콜롬비아,신셀레호,1324
콜롬비아,투마코,888
콜롬비아,툰하,887
콜롬비아,바예두파르,889
콜롬비아,비야비센시오,890
콜롬비아,요팔,1323
코모로,모로나이,311
코스타리카,알라후엘라,285
코스타리카,카나스,1126
코스타리카,카르타고,1115
코스타리카,필라델피아,1125
코스타리카,과필,1120
코스타리카,에레디,1114
코스타리카,라이베리아,1124
코스타리카,레이몬,1119
코스타리카,로스 칠레,1121
코스타리카,니코 야,1127
코스타리카,푼타 아레나스,1128
코스타리카,케 포스,1129
코스타리카,산이 시드로,1130
코스타리카,새너제이,1113
코스타리카,식사올라,1117
코스타리카,투리 알바,1116
코스타리카,우팔라,1122
코트디부아르,아비장,2876
코트디부아르,아디 아크,2877
코트디부아르,본 도우 코우,2878
코트디부아르,부아케,2879
코트디부아르,달로아,2880
코트디부아르,오디 엔 뉴,2881
크로아티아,두브로브니크,74
크로아티아,오시예크,71
크로아티아,리예카,72
크로아티아,스플리트,73
크로아티아,자그레브,70
쿠바,카마구에이,708
쿠바,카요 코코,707
쿠바,시엔푸에고스,706
쿠바,하바나,280
쿠바,올긴,709
쿠바,피나르 델 리오,704
쿠바,산티아고 데 쿠바,710
쿠바,베라데로,705
큐라소 앤 신트마틴,쿠라카오,286
큐라소 앤 신트마틴,오라 녜 스타트,1829
키프로스,라르나카 공항,202
키프로스,니코시아,1441
키프로스,파포스 공항,1442
키프로스,파라 림니,1884
키프로스,폴리스 크리소코우스,1885
키프로스,프로드로모스,1886
체코,브르노,693
체코,리베레쯔,2162
체코,오스트라바,920
체코,플젠,2161
체코,프라하,197
덴마크,코펜하겐,190
덴마크,누크,583
덴마크,토르샤븐,582
지부티,지부티,250
도미니카,멜빌 홀 공항,287
도미니카공화국,바라오나,592
도미니카공화국,라 로마나,593
도미니카공화국,몬테크리스티,594
도미니카공화국,푸에르토플라타,595
도미니카공화국,푼타카나,596
도미니카공화국,산후안,597
도미니카공화국,산티아고,598
도미니카공화국,산토도밍고,281
조선민주주의인민공화국,평양,230
에콰도르,쿠엥카,2047
에콰도르,과야킬,2048
에콰도르,키토,291
에콰도르,산 크리스토발 - 갈라파고스,2049
이집트,알렉산드리아,1268
이집트,아스완,1272
이집트,카이로,248
이집트,후르가다,1270
이집트,룩소르,1271
이집트,샤름 엘-셰이크,1269
엘살바도르,아카후틀라,1187
엘살바도르,누에바 콘셉시온,1189
엘살바도르,산미겔,1188
엘살바도르,산살바도르,282
엘살바도르,산타아나,1186
에리트레아,아스 마라,155
에리트레아,아사브,154
에스토니아,파르누,1928
에스토니아,탈린,149
에스토니아,타르투,1927
에스와티니,만치니,913
에스와티니,음바바네 ,912
에티오피아,아디스아바바,162
에티오피아,아쏘사,1918
에티오피아,아와사,163
에티오피아,바히르다르,164
에티오피아,베일 로베,1919
에티오피아,디레다와,165
에티오피아,고데,1920
에티오피아,곤다르,1921
에티오피아,짐마,166
에티오피아,랄리벨라,1922
에티오피아,메크엘,167
피지,난디,94
피지,수바,93
핀란드,헬싱키반타,168
핀란드,쿠오피오,171
핀란드,로바니에미,172
핀란드,탐페레,170
핀란드,투르쿠,169
프랑스,아작시오,1753
프랑스,보르도,1050
프랑스,브레스트,1051
프랑스,클레르몽페랑,1052
프랑스,르 라멘틴,307
프랑스,"르 레이젯, 과들루프",306
프랑스,릴,1053
프랑스,리옹,1054
프랑스,마르세유,1055
프랑스,낭트,1056
프랑스,니스,902
프랑스,파리,194
프랑스,로챔부,305
프랑스,스트라스부르,1057
프랑스,툴루즈,1058
프랑스령폴리네시아,타히티,297
가봉,리브르 빌,255
감비아,반줄,140
조지아,트빌리시,209
독일,베를린,59
독일,브레멘,1342
독일,드레스덴,1343
독일,에르푸르트,1344
독일,에센,1345
독일,프랑크푸르트,57
독일,프라이부르크,1346
독일,함부르크,55
독일,하노버,1347
독일,카셀,1348
독일,킬,1349
독일,쾰른,56
독일,라이프치히,1350
독일,마그데부르크,1351
독일,뮌헨,58
독일,뉘른베르크,1352
독일,오버스트도르프,1353
독일,레겐스부르크,1354
독일,로스토크,1355
독일,자르브뤼켄,1356
독일,슈투트가르트,1357
독일,트리어,1358
가나,아크라,921
가나,아플라오,2966
가나,아킴오다,2967
가나,액심,2968
가나,볼레,2969
가나,볼가탕가,2970
가나,케이프코스트,1380
가나,다몽고,2971
가나,고아소,2972
가나,호,1381
가나,카소아,2973
가나,케테크라치,1383
가나,킨탐포,2974
가나,코포리두아,2975
가나,쿠마시,922
가나,날레리구,2976
가나,나브롱고,1386
가나,오부아시,2977
가나,세퓌 베콰이,2978
가나,수니아니,1382
가나,타코라디,1379
가나,타말리,1384
가나,타르콰,2979
가나,테키만,2980
가나,와,1387
가나,옌디,1385
그리스,악티온 프레베자,2273
그리스,알렉산드루폴리,2274
그리스,앙키알로스 (볼로스),2275
그리스,아테네,177
그리스,아테네 엘리니콘,2276
그리스,키오스,2277
그리스,헤라클리온,2278
그리스,요아니나,2279
그리스,칼라마타,2280
그리스,카스토리아,2281
그리스,케팔로니아,2282
그리스,케르큐라,2283
그리스,라리사,2284
그리스,미틸레네,2285
그리스,로도스,2286
그리스,사모스,2287
그리스,수다(카니아),2288
그리스,타토이(북 아티카),2289
그리스,테살로니키,178
그리스,트리폴리스,2290
과테말라,과테말라 시,906
기니,보케,925
기니,코나 크리,245
기니,파라나,930
기니,캉캉,929
기니,킨디아,924
기니,키시 두구,932
기니,쿤다라,928
기니,라베,927
기니,마센타,933
기니,마모우,926
기니,은제레코레,934
기니,시구이리,931
기니비사우,비사우,346
가이아나,앤나 레지나,1489
가이아나,바르티카,1490
가이아나,에비니,1491
가이아나,조지타운,289
가이아나,카마랑,1492
가이아나,레썸,1493
가이아나,린던,1494
가이아나,마바루마,1495
가이아나,뉴 암스테르담,1496
가이아나,티메리,1497
아이티,포르토프랭스,1500
온두라스,테 구시 갈파,283
홍콩,홍콩,1
헝가리,베케슈처버,3010
헝가리,부다페스트,60
헝가리,데브레첸,63
헝가리,제르,61
헝가리,케치케메트,3011
헝가리,미슈콜츠,62
헝가리,나지카니자,3012
헝가리,니레지하저,3013
헝가리,페치,64
헝가리,세게드,65
헝가리,솜버트헤이,3014
아이슬란드,레이캬비크,189
인도,아가르탈라,1560
인도,아그라 ,1561
인도,아마다바드,522
인도,아이즈왈,1562
인도,아지메르,1563
인도,아콜라,1564
인도,알라하바드,1565
인도,암발라,1638
인도,앰비카퍼,1566
인도,암리차르,1567
인도,아우랑가바드,1568
인도,발라소르,1569
인도,방갈로르,523
인도,바레일리,1570
인도,바로 다,1571
인도,바갈푸르,1573
인도,보팔,524
인도,부바네스와르,525
인도,부지,1574
인도,비카네르 ,1575
인도,찬디가르,526
인도,첸나이,527
인도,코임바토르,1576
인도,쿠치 베하르,1577
인도,데라 둔,1578
인도,다람살라,1579
인도,디브루가르,1580
인도,개데그,1581
인도,강톡,1582
인도,가야,1583
인도,고아,528
인도,고팔퍼,1584
인도,고라크푸르,1585
인도,굴바르가,1586
인도,가우하티,529
인도,괄리오르,1587
인도,히사르,1588
인도,하이데라바드,530
인도,임팔,1589
인도,인도르,1590
인도,자발푸르,1591
인도,자그달푸르,1592
인도,자이푸르,531
인도,자이살메르,1593
인도,잠무,1594
인도,잼셰드푸르,1595
인도,잘수구다,1596
인도,조드푸르,1640
인도,칸푸르,1639
인도,케냐쿠마리,1597
인도,카르날,1598
인도,고치,1599
인도,코다이카날,1600
인도,코히마,1601
인도,콜카타,225
인도,고타,1602
인도,코지코데,1603
인도,러크나우,532
인도,루디아나,1604
인도,마두라이,1605
인도,말다,1606
인도,망갈로르,1607
인도,미니코이,1608
인도,무크텟워,1609
인도,뭄바이,226
인도,마이소르,1610
인도,나그푸르,533
인도,나시크,1611
인도,뉴델리(팔람),1612
인도,뉴델리,224
인도,파르바니,1613
인도,파시그핫,1614
인도,파티알라,1641
인도,파트나,534
인도,포트 블레어,1616
인도,퐁디셰리,1615
인도,푸네,535
인도,라이푸르,1617
인도,라지코트,1618
인도,란치,1619
인도,살렘,1631
인도,실롱,1621
인도,심라,1622
